id,time,censored,sex,race,age,education,marital,parent
11,5.083333333333333,FALSE,Female,Hispanic,31.333333333333332,High School,"Never Married, Not Cohabitating",TRUE
11,4.25,TRUE,Female,Hispanic,37.166666666666664,College,Married,TRUE
12,0.6666666666666666,FALSE,Male,Hispanic,18.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
12,8.25,FALSE,Male,Hispanic,19.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
12,12.833333333333334,TRUE,Male,Hispanic,28.166666666666668,High School,"Never Married, Not Cohabitating",FALSE
13,0.3333333333333333,FALSE,Male,Hispanic,18.25,Less than high school,"Never Married, Not Cohabitating",FALSE
13,0.16666666666666666,FALSE,Male,Hispanic,19.75,Less than high school,"Never Married, Not Cohabitating",FALSE
13,2.75,FALSE,Male,Hispanic,20.583333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
13,0.9166666666666666,FALSE,Male,Hispanic,24.083333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
13,1.9166666666666667,FALSE,Male,Hispanic,25.333333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
13,0.3333333333333333,FALSE,Male,Hispanic,27.583333333333332,Less than high school,"Never Married, Cohabiting",FALSE
13,4.25,FALSE,Male,Hispanic,28,Less than high school,"Never Married, Cohabiting",FALSE
13,6.333333333333333,TRUE,Male,Hispanic,32.583333333333336,High School,"Never Married, Cohabiting",FALSE
14,10.166666666666666,FALSE,Male,Hispanic,18.75,Less than high school,"Never Married, Not Cohabitating",FALSE
15,0.3333333333333333,FALSE,Female,Hispanic,22.166666666666668,High School,"Never Married, Not Cohabitating",FALSE
15,0.75,FALSE,Female,Hispanic,24.416666666666668,High School,"Never Married, Not Cohabitating",FALSE
15,12,FALSE,Female,Hispanic,25.416666666666668,High School,"Never Married, Not Cohabitating",FALSE
15,0.6666666666666666,FALSE,Female,Hispanic,37.916666666666664,High School,"Never Married, Not Cohabitating",FALSE
16,0.16666666666666666,FALSE,Male,Hispanic,18.333333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
16,0.25,FALSE,Male,Hispanic,21.5,High School,"Never Married, Not Cohabitating",FALSE
16,0.8333333333333334,FALSE,Male,Hispanic,22.75,High School,"Never Married, Not Cohabitating",FALSE
16,1.75,FALSE,Male,Hispanic,27.75,High School,"Never Married, Not Cohabitating",TRUE
16,2.75,FALSE,Male,Hispanic,35.333333333333336,High School,"Never Married, Not Cohabitating",TRUE
16,2.1666666666666665,TRUE,Male,Hispanic,39.416666666666664,High School,"Never Married, Not Cohabitating",TRUE
17,0.25,FALSE,Female,Hispanic,16.583333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
17,0.16666666666666666,FALSE,Female,Hispanic,17.583333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
17,1,FALSE,Female,Hispanic,18.166666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
17,2.4166666666666665,FALSE,Female,Hispanic,19.333333333333332,High School,"Never Married, Not Cohabitating",FALSE
17,1.1666666666666667,FALSE,Female,Hispanic,22.083333333333332,High School,"Never Married, Not Cohabitating",FALSE
17,0.5833333333333334,FALSE,Female,Hispanic,23.333333333333332,High School,"Never Married, Cohabiting",TRUE
17,8.166666666666666,FALSE,Female,Hispanic,24,High School,"Never Married, Cohabiting",TRUE
17,6.75,FALSE,Female,Hispanic,32.666666666666664,High School,"Never Married, Not Cohabitating",TRUE
18,0.75,FALSE,Male,Black,17.166666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
18,0.16666666666666666,FALSE,Male,Black,18.25,Less than high school,"Never Married, Not Cohabitating",FALSE
18,0.6666666666666666,FALSE,Male,Black,18.916666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
18,0.8333333333333334,FALSE,Male,Black,24.25,Less than high school,"Never Married, Not Cohabitating",TRUE
18,1.5,FALSE,Male,Black,25.166666666666668,Less than high school,"Never Married, Cohabiting",TRUE
18,0.5,FALSE,Male,Black,26.833333333333332,Less than high school,"Never Married, Cohabiting",TRUE
18,1.1666666666666667,FALSE,Male,Black,27.583333333333332,High School,"Never Married, Cohabiting",TRUE
18,2.3333333333333335,FALSE,Male,Black,31.583333333333332,High School,"Never Married, Cohabiting",TRUE
18,0.75,FALSE,Male,Black,34,High School,"Never Married, Cohabiting",TRUE
18,1.75,FALSE,Male,Black,35,High School,"Never Married, Cohabiting",TRUE
19,0.16666666666666666,FALSE,Male,Black,17.916666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
19,0.16666666666666666,FALSE,Male,Black,18.916666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
19,0.9166666666666666,FALSE,Male,Black,25.166666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
19,0.75,FALSE,Male,Black,29.083333333333332,Less than high school,"Never Married, Not Cohabitating",TRUE
19,2,FALSE,Male,Black,30,Less than high school,"Never Married, Not Cohabitating",TRUE
19,0.3333333333333333,FALSE,Male,Black,35.333333333333336,Less than high school,"Never Married, Not Cohabitating",TRUE
19,4.666666666666667,TRUE,Male,Black,36.75,Less than high school,"Never Married, Not Cohabitating",TRUE
20,0.6666666666666666,FALSE,Male,Black,16.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
20,0.8333333333333334,FALSE,Male,Black,18,Less than high school,"Never Married, Not Cohabitating",FALSE
20,5.5,FALSE,Male,Black,31.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
21,0.25,FALSE,Male,Hispanic,17.5,Less than high school,"Never Married, Not Cohabitating",FALSE
21,0.16666666666666666,FALSE,Male,Hispanic,19.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
21,1.1666666666666667,FALSE,Male,Hispanic,20.083333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
21,0.4166666666666667,FALSE,Male,Hispanic,21.416666666666668,High School,"Never Married, Not Cohabitating",FALSE
21,0.4166666666666667,FALSE,Male,Hispanic,22.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
21,1.0833333333333333,FALSE,Male,Hispanic,23.5,High School,"Never Married, Not Cohabitating",FALSE
21,2.5833333333333335,FALSE,Male,Hispanic,25.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
21,2.3333333333333335,FALSE,Male,Hispanic,33.333333333333336,High School,"Never Married, Not Cohabitating",TRUE
21,5,TRUE,Male,Hispanic,35.916666666666664,High School,"Never Married, Cohabiting",TRUE
22,0.16666666666666666,FALSE,Male,Hispanic,18.916666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
22,0.6666666666666666,FALSE,Male,Hispanic,20.416666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
22,2.5,FALSE,Male,Hispanic,21.25,Less than high school,"Never Married, Not Cohabitating",FALSE
22,6.666666666666667,FALSE,Male,Hispanic,23.833333333333332,High School,"Never Married, Not Cohabitating",FALSE
22,3.8333333333333335,FALSE,Male,Hispanic,31.416666666666668,High School,Married,TRUE
22,6.416666666666667,TRUE,Male,Hispanic,35.333333333333336,High School,Divorced,TRUE
23,1.5833333333333333,FALSE,Female,Hispanic,19.5,Less than high school,"Never Married, Not Cohabitating",FALSE
23,1.0833333333333333,FALSE,Female,Hispanic,21.5,Less than high school,"Never Married, Not Cohabitating",FALSE
23,0.16666666666666666,FALSE,Female,Hispanic,22.666666666666668,High School,Married,FALSE
23,0.08333333333333333,FALSE,Female,Hispanic,23.75,High School,Married,FALSE
23,0.4166666666666667,FALSE,Female,Hispanic,24.083333333333332,High School,Married,FALSE
23,17,TRUE,Female,Hispanic,24.583333333333332,High School,Married,FALSE
24,0.16666666666666666,FALSE,Male,Hispanic,22.833333333333332,Less than high school,"Never Married, Cohabiting",TRUE
24,0.8333333333333334,FALSE,Male,Hispanic,24,Less than high school,"Never Married, Cohabiting",TRUE
24,16.75,TRUE,Male,Hispanic,25.083333333333332,Less than high school,"Never Married, Cohabiting",TRUE
24,1.8333333333333333,FALSE,Male,Hispanic,32.25,Less than high school,"Never Married, Not Cohabitating",TRUE
24,6.833333333333333,TRUE,Male,Hispanic,35,Less than high school,"Never Married, Cohabiting",TRUE
25,0.3333333333333333,FALSE,Female,Hispanic,18.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
25,0.25,FALSE,Female,Hispanic,20.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
25,0.75,FALSE,Female,Hispanic,25.583333333333332,High School,Married,TRUE
25,0.8333333333333334,FALSE,Female,Hispanic,26.666666666666668,High School,Married,TRUE
25,0.5833333333333334,FALSE,Female,Hispanic,31,High School,Married,TRUE
25,1.75,FALSE,Female,Hispanic,37.416666666666664,High School,Married,TRUE
25,0.3333333333333333,FALSE,Female,Hispanic,39.25,High School,Married,TRUE
25,0.08333333333333333,TRUE,Female,Hispanic,41.166666666666664,High School,Married,TRUE
26,1.1666666666666667,FALSE,Male,Black,18.416666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
27,0.5,FALSE,Male,Black,18.333333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
27,0.6666666666666666,FALSE,Male,Black,20,Less than high school,"Never Married, Not Cohabitating",FALSE
27,2.6666666666666665,FALSE,Male,Black,21.25,Less than high school,"Never Married, Not Cohabitating",FALSE
27,4.25,FALSE,Male,Black,24.5,Less than high school,"Never Married, Cohabiting",FALSE
27,0.3333333333333333,FALSE,Male,Black,31.083333333333332,Less than high school,"Never Married, Cohabiting",TRUE
27,7.916666666666667,TRUE,Male,Black,33.416666666666664,Less than high school,"Never Married, Cohabiting",TRUE
28,1.9166666666666667,FALSE,Female,Black,23.5,High School,"Never Married, Not Cohabitating",FALSE
28,15.75,TRUE,Female,Black,25.5,College,"Never Married, Not Cohabitating",FALSE
29,2.6666666666666665,FALSE,Female,White or Other,18.25,Less than high school,"Never Married, Not Cohabitating",FALSE
30,0.8333333333333334,FALSE,Male,White or Other,15.916666666666666,Less than high school,"Never Married, Not Cohabitating",FALSE
30,1.4166666666666667,FALSE,Male,White or Other,17.166666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
31,3.25,FALSE,Male,White or Other,16.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
31,5.083333333333333,FALSE,Male,White or Other,22,High School,"Never Married, Not Cohabitating",FALSE
31,13.916666666666666,TRUE,Male,White or Other,27.166666666666668,College,"Never Married, Not Cohabitating",FALSE
32,1.5833333333333333,FALSE,Female,White or Other,15,Less than high school,"Never Married, Not Cohabitating",FALSE
32,4.833333333333333,FALSE,Female,White or Other,16.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
32,0.25,FALSE,Female,White or Other,23.75,College,"Never Married, Cohabiting",FALSE
32,8.333333333333334,FALSE,Female,White or Other,26.333333333333332,College,Married,TRUE
32,6.333333333333333,TRUE,Female,White or Other,34.833333333333336,College,Married,TRUE
33,0.08333333333333333,FALSE,Female,White or Other,15.5,Less than high school,"Never Married, Not Cohabitating",FALSE
33,0.16666666666666666,FALSE,Female,White or Other,17.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
33,0.16666666666666666,FALSE,Female,White or Other,18.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
33,15.583333333333334,FALSE,Female,White or Other,19.083333333333332,High School,"Never Married, Not Cohabitating",FALSE
33,6.083333333333333,TRUE,Female,White or Other,34.833333333333336,College,Married,TRUE
34,0.25,FALSE,Female,White or Other,19.25,Less than high school,"Never Married, Not Cohabitating",FALSE
34,0.6666666666666666,FALSE,Female,White or Other,19.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
34,2.6666666666666665,FALSE,Female,White or Other,20.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
34,1.4166666666666667,FALSE,Female,White or Other,23.416666666666668,High School,"Never Married, Not Cohabitating",FALSE
34,0.3333333333333333,FALSE,Female,White or Other,25.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
34,0.6666666666666666,FALSE,Female,White or Other,26.416666666666668,College,"Never Married, Not Cohabitating",FALSE
34,0.5833333333333334,FALSE,Female,White or Other,27.166666666666668,College,"Never Married, Not Cohabitating",FALSE
34,0.3333333333333333,FALSE,Female,White or Other,27.916666666666668,College,"Never Married, Not Cohabitating",FALSE
34,0.16666666666666666,FALSE,Female,White or Other,28.5,College,"Never Married, Not Cohabitating",FALSE
34,0.9166666666666666,FALSE,Female,White or Other,29.833333333333332,College,"Never Married, Not Cohabitating",FALSE
34,0.5,FALSE,Female,White or Other,31,College,"Never Married, Not Cohabitating",FALSE
34,0.75,FALSE,Female,White or Other,31.583333333333332,College,"Never Married, Not Cohabitating",FALSE
35,1,FALSE,Male,White or Other,21.25,Less than high school,"Never Married, Not Cohabitating",FALSE
35,0.9166666666666666,FALSE,Male,White or Other,22.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
35,0.16666666666666666,FALSE,Male,White or Other,23.666666666666668,High School,"Never Married, Not Cohabitating",FALSE
35,1.3333333333333333,FALSE,Male,White or Other,25.25,High School,"Never Married, Not Cohabitating",FALSE
35,14.833333333333334,TRUE,Male,White or Other,26.666666666666668,College,"Never Married, Not Cohabitating",FALSE
36,0.25,FALSE,Female,White or Other,14.833333333333334,Less than high school,"Never Married, Not Cohabitating",FALSE
36,1.1666666666666667,FALSE,Female,White or Other,15.833333333333334,Less than high school,"Never Married, Not Cohabitating",FALSE
36,0.3333333333333333,FALSE,Female,White or Other,17.083333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
36,0.4166666666666667,FALSE,Female,White or Other,19.166666666666668,High School,"Never Married, Not Cohabitating",TRUE
36,0.08333333333333333,FALSE,Female,White or Other,21.083333333333332,High School,"Never Married, Not Cohabitating",TRUE
36,0.4166666666666667,FALSE,Female,White or Other,21.416666666666668,High School,"Never Married, Not Cohabitating",TRUE
36,0.6666666666666666,FALSE,Female,White or Other,22.833333333333332,High School,"Never Married, Not Cohabitating",TRUE
36,0.5833333333333334,FALSE,Female,White or Other,30.75,High School,Legally Separated,TRUE
36,2.5,FALSE,Female,White or Other,32.25,High School,Legally Separated,TRUE
36,0.08333333333333333,FALSE,Female,White or Other,35,High School,Divorced,TRUE
37,1.1666666666666667,FALSE,Female,White or Other,21.666666666666668,High School,"Never Married, Not Cohabitating",FALSE
37,0.9166666666666666,FALSE,Female,White or Other,23.833333333333332,College,"Never Married, Not Cohabitating",FALSE
37,2.0833333333333335,FALSE,Female,White or Other,24.833333333333332,College,"Never Married, Cohabiting",FALSE
37,0.08333333333333333,FALSE,Female,White or Other,27.333333333333332,College,"Never Married, Cohabiting",FALSE
37,1.8333333333333333,FALSE,Female,White or Other,27.583333333333332,College,"Never Married, Cohabiting",FALSE
37,11.083333333333334,TRUE,Female,White or Other,29.916666666666668,College,Married,FALSE
38,19.833333333333332,TRUE,Female,White or Other,21.25,High School,"Never Married, Not Cohabitating",FALSE
39,1.9166666666666667,FALSE,Male,Hispanic,18.083333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
39,1,FALSE,Male,Hispanic,20.333333333333332,High School,"Never Married, Not Cohabitating",FALSE
39,3.0833333333333335,FALSE,Male,Hispanic,21.833333333333332,High School,"Never Married, Not Cohabitating",FALSE
39,0.16666666666666666,FALSE,Male,Hispanic,25.666666666666668,College,"Never Married, Not Cohabitating",FALSE
39,5.416666666666667,FALSE,Male,Hispanic,27.5,College,"Never Married, Not Cohabitating",FALSE
39,3.75,FALSE,Male,Hispanic,34.166666666666664,College,"Never Married, Not Cohabitating",FALSE
40,0.25,FALSE,Female,White or Other,18.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
40,0.25,FALSE,Female,White or Other,19.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
40,0.16666666666666666,FALSE,Female,White or Other,20.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
41,0.25,FALSE,Female,White or Other,17.25,Less than high school,"Never Married, Not Cohabitating",FALSE
41,0.25,FALSE,Female,White or Other,18.25,Less than high school,"Never Married, Not Cohabitating",FALSE
41,1.0833333333333333,FALSE,Female,White or Other,19.166666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
41,0.16666666666666666,FALSE,Female,White or Other,20.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
41,0.4166666666666667,FALSE,Female,White or Other,20.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
41,0.16666666666666666,FALSE,Female,White or Other,21.666666666666668,High School,"Never Married, Not Cohabitating",FALSE
41,0.4166666666666667,FALSE,Female,White or Other,22.083333333333332,High School,"Never Married, Not Cohabitating",FALSE
41,1.0833333333333333,FALSE,Female,White or Other,22.666666666666668,High School,"Never Married, Not Cohabitating",FALSE
41,13.416666666666666,FALSE,Female,White or Other,25.166666666666668,High School,"Never Married, Not Cohabitating",FALSE
41,2.25,FALSE,Female,White or Other,39.333333333333336,College,Married,TRUE
42,0.25,FALSE,Male,White or Other,17.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
42,0.25,FALSE,Male,White or Other,18.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
42,5.416666666666667,FALSE,Male,White or Other,20,Less than high school,"Never Married, Not Cohabitating",FALSE
42,1.4166666666666667,FALSE,Male,White or Other,25.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
42,0.8333333333333334,FALSE,Male,White or Other,27.333333333333332,College,"Never Married, Not Cohabitating",FALSE
43,0.25,FALSE,Female,Black,16.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
43,0.8333333333333334,FALSE,Female,Black,17.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
43,0.4166666666666667,FALSE,Female,Black,19.666666666666668,High School,"Never Married, Not Cohabitating",FALSE
43,1.5,FALSE,Female,Black,20.25,High School,"Never Married, Not Cohabitating",FALSE
43,1.4166666666666667,FALSE,Female,Black,21.833333333333332,High School,"Never Married, Not Cohabitating",FALSE
43,0.4166666666666667,FALSE,Female,Black,23.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
43,0.8333333333333334,FALSE,Female,Black,24.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
43,0.5,FALSE,Female,Black,25.583333333333332,High School,"Never Married, Not Cohabitating",FALSE
43,2.25,FALSE,Female,Black,26.333333333333332,High School,"Never Married, Not Cohabitating",FALSE
43,0.16666666666666666,FALSE,Female,Black,28.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
43,0.16666666666666666,FALSE,Female,Black,29.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
43,0.9166666666666666,FALSE,Female,Black,33.083333333333336,High School,"Never Married, Not Cohabitating",FALSE
44,0.16666666666666666,FALSE,Male,Hispanic,19.416666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
44,0.16666666666666666,FALSE,Male,Hispanic,22.5,High School,"Never Married, Not Cohabitating",FALSE
44,4.5,FALSE,Male,Hispanic,22.75,High School,"Never Married, Not Cohabitating",FALSE
44,0,TRUE,Male,Hispanic,40.75,High School,Divorced,TRUE
45,3.1666666666666665,FALSE,Female,Black,21.083333333333332,Less than high school,"Never Married, Not Cohabitating",TRUE
45,5.75,FALSE,Female,Black,24.5,Less than high school,"Never Married, Not Cohabitating",TRUE
45,2.5,FALSE,Female,Black,32,Less than high school,"Never Married, Not Cohabitating",TRUE
45,6.75,TRUE,Female,Black,34.583333333333336,Less than high school,"Never Married, Not Cohabitating",TRUE
46,0.25,FALSE,Male,Black,19.083333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
46,0.25,FALSE,Male,Black,24.666666666666668,High School,"Never Married, Not Cohabitating",TRUE
46,1,FALSE,Male,Black,32.666666666666664,High School,"Never Married, Not Cohabitating",TRUE
47,0.16666666666666666,FALSE,Female,Black,16.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
47,0.4166666666666667,FALSE,Female,Black,22.166666666666668,High School,"Never Married, Not Cohabitating",FALSE
47,2.0833333333333335,FALSE,Female,Black,23.833333333333332,High School,"Never Married, Not Cohabitating",FALSE
47,0.16666666666666666,FALSE,Female,Black,26,High School,"Never Married, Not Cohabitating",FALSE
47,2.4166666666666665,FALSE,Female,Black,26.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
47,0.8333333333333334,FALSE,Female,Black,29.5,High School,"Never Married, Not Cohabitating",FALSE
47,2.4166666666666665,FALSE,Female,Black,31.583333333333332,High School,"Never Married, Not Cohabitating",TRUE
47,0.3333333333333333,FALSE,Female,Black,35.833333333333336,High School,"Never Married, Not Cohabitating",TRUE
47,0.8333333333333334,FALSE,Female,Black,37.333333333333336,High School,"Never Married, Not Cohabitating",TRUE
47,2,TRUE,Female,Black,38.916666666666664,High School,"Never Married, Not Cohabitating",TRUE
48,0.16666666666666666,FALSE,Female,Black,16.833333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
48,1.8333333333333333,FALSE,Female,Black,19,Less than high school,"Never Married, Not Cohabitating",FALSE
48,0.16666666666666666,FALSE,Female,Black,21.25,High School,"Never Married, Not Cohabitating",FALSE
48,1,FALSE,Female,Black,21.916666666666668,High School,"Never Married, Not Cohabitating",FALSE
48,18,TRUE,Female,Black,23.166666666666668,High School,"Never Married, Cohabiting",TRUE
49,0.3333333333333333,FALSE,Female,Black,19.25,Less than high school,"Never Married, Not Cohabitating",FALSE
49,0.9166666666666666,FALSE,Female,Black,19.75,High School,"Never Married, Not Cohabitating",FALSE
49,20,FALSE,Female,Black,21.083333333333332,High School,"Never Married, Not Cohabitating",TRUE
50,0.25,FALSE,Female,Black,19.166666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
50,0.3333333333333333,FALSE,Female,Black,20.083333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
50,1.25,FALSE,Female,Black,20.666666666666668,Less than high school,"Never Married, Not Cohabitating",FALSE
50,0.5,FALSE,Female,Black,22.333333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
50,2,FALSE,Female,Black,23.333333333333332,Less than high school,"Never Married, Not Cohabitating",FALSE
50,1.4166666666666667,FALSE,Female,Black,26.166666666666668,High School,"Never Married, Not Cohabitating",FALSE
50,1.5833333333333333,FALSE,Female,Black,28.583333333333332,High School,"Never Married, Not Cohabitating",TRUE
